city_name,description,why_visit,whats_included,whats_not_included,restrictions,additional_info,location
Sunset Sail with Open Bar from Ka’anapali Beach,"On this boat tour, you will be able to enjoy a relaxing day off the coast of West Maui. Once you arrive at the shore, you will get on board and enjoy a sailing adventure. You will be able to sip cocktails, beers and wines from the open bar and connect with other people on the boat. You will also be able to sample some appetisers. If you travel from December to April, you will also be able to enjoy whale watching. Later, you will be able to relax and capture a scenic sunset.",[],"['Parking (up to four hours)', 'Non-alcoholic drinks', 'Snacks', 'Whale watching (15 December–15 April)', 'Unlimited alcoholic drinks', 'Live music (Tuesdays and Thursdays)']","['Tips', 'Hotel pickup and drop-off']","['Not recommended for visitors with heart problems or serious medical conditions', 'Requires a moderate level of physical fitness']","['Visitors must show a valid photo ID.', 'Visitors must show a valid photo ID.']","Departure pointKaanapali Pkwy 2435, Lahaina, HI, 96761Please check in 30 minutes before the scheduled departure time at the Sea Maui kiosk, located between Leilanis & Hula Grill on the beach walk at Whalers Village.

The tour provider can validate up to four hours at the Whalers Village parking structure for free."
Haleakalā Sunrise Audio Driving Tour,"On this self-guided tour, you’ll head to Haleakalā National Park to take in the stunning sunrise scenery. You’ll receive turn-by-turn directions to the park and listen to captivating stories of the region and Hawaiian legends.  You’ll be free to create your own itinerary for your day, and your digital guide will offer you tips on the best spots and activities in the park as well as local dining recommendations. You could hike the rigorous Halemau'u Trail, visit the scenic Upcountry Farms, stop at a charming art town or have a picnic with amazing views.",[],"['Offline map with navigation', 'Audio commentary', 'Local recommendations']","['Admission', 'Parking fees', 'Food and drinks']",['Suitable for all fitness levels'],"['English (US)', 'English (US)', 'English (US)']","Departure pointKahului, HI"
Snorkeling Adventure at Molokini Crater,"Join us on our 53-foot Lani Kai II, with 25-foot water slide. Enjoy a less congested snorkeling experience at the Molokini crater (if weather conditions permit).",[],"['Soda/Pop', 'Bottled water', 'Lunch', 'Use of Snorkelling equipment', '25 foot waterslide']","['Towels', 'Alcohol is BYOB. You may consume your alcohol at the conclusion of in-water activities.', 'Full face snorkel masks are not allowed', 'Gratuities']",[],[],"Departure pointMaui Snorkeling, Slip 64, Maalaea Rd 101, Wailuku, 96793Arrive 30 minutes prior to start time to check in and complete your waivers. Wait by the Maui Snorkeling sign for boarding instructions."
Family and Couple Beach Photography,"During this beach photography experience for families and couples, a photographer from an award-winning photography studio with over 15 years of experience will take pictures of you. You'll meet your photographer at a Maui beach, either in the morning or in the last afternoon, when the lighting is best. Here, you'll spend an hour having your picture taking. Your photographer will take over 1000 shots and select the best 250 to 350 for you to view on a private website where you'll be able to make your selection for purchase.",[],"['60 days viewing website', '250 to 350 beautiful photos to choose from', 'Credit for future photo sessions']",,['Suitable for all fitness levels'],"['English (UK)', 'English (UK)', 'English (UK)']","Departure pointWailea, Wailea-Makena, HI, 96753Please contact the tour provider to arrange a meeting point after booking the activity."
UTV Tour in Lahaina,"During this guide-led tour, you will get to explore the Lahaina region near Kaanapali beach on a Utility Terrain Vehicle (UTV). Over the course of two hours, you will drive the UTV on riding terrain with ocean views. You will also have the chance to see types of plants and animal species that aren't seen elsewhere in Hawaii.",[],['UTV rental with safety equipment'],['Snacks'],"['Not recommended for pregnant visitors', 'Not recommended for visitors with back problems', 'Not recommended for visitors with heart problems or serious medical conditions', 'Suitable for all fitness levels']","['This activity is not suitable for pregnant people.', 'This activity is not suitable for pregnant people.', 'Please arrive at least 30 minutes before the activity starts.', 'Please arrive at least 30 minutes before the activity starts.']","Departure pointNapilihau Street, Lahaina, 96761Use the 4900 RT-30 address. From there, go up to the intersection at Napilihau Street and make a right turn. Take your first right and find the provider office just past the farmers market on the right inside the chain link fence area."
Couple's Beach Photoshoot,"For this professional, couple’s photoshoot, you’ll meet at a scenic state beach park in the early morning or late afternoon and spend an hour having your photos taken. You’ll pose against multiple backdrops and have over 1000 images captured in total. After your shoot, the photographer will upload a selection of the best 250–350 shots from which you can choose your favourites.",[],"['250–350 photos to select from', '60 days to view your photos online', 'Permit']",,['Suitable for all fitness levels'],"['English (US)', 'English (US)', 'English (US)']","Departure pointPo‘olenalena Beach, Wailea, Wailea-Makena, HI, 96753Meet at the state beach park."
Makena Turtle Town Eco Tour in Maui,"On this eco adventure, you will be able to observe Hawaiian green sea turtles in their natural environment. You will visit Turtle Town via kayak, paddling your way through South Maui’s calm waters, before you plunge into a protected reef. You will be able to snorkel alongside sea turtles, manta rays, eagle rays, eels, octopuses and dolphins. This will be a guided tour and you will be served some refreshments.",[],"['Kayaking and snorkelling equipment', 'Guide services', 'Refreshments']","['Tips', 'Souvenir photos (available to purchase)', 'Hotel pickup and drop-off']","['Not recommended for visitors with back problems', 'Not recommended for visitors with heart problems or serious medical conditions', 'Suitable for all fitness levels']","['Please arrive at least 15 minutes before the activity starts.', 'Please arrive at least 15 minutes before the activity starts.']","Departure pointMakena Landing Park, Makena Rd 5083, Kihei, HI, 96753"
Self-guided Audio Tour of the Road to Hana,"On this self-guided audio tour, you will be able to explore the northern coast of the island of Maui. You will have to download the application on your mobile phone. It will give you access to the GPS map and a list of all the stops along the route.  You will drive through Kahului and cruise along the Hana Highway through Pa’ia and past Ho'okipa. In some time, you will arrive at the Mile Marker Zero, proceeding to the town of Hana.  On the way, you can choose to stop at the Rainbow Eucalyptus or Twin Falls to admire the scenic beauty. This tour will give you a chance to see the waterfront park, Wailua Falls, Pipiwai Trail and other interesting places.","['Self-guided tour to explore the northern coast of Maui', 'Visit to Twin Falls or the Rainbow Eucalyptus', 'Chance to explore multiple attractions in the region']","['Application for the mobile phone', 'Live GPS map', 'Audio guide', 'Textual explanations', 'Entire route with stops']",['Admission to the sites'],[],"['Please note that this is a self-guided audio tour. The application functions as a guide, audio tour and map.\rYou will receive an email with a link to download the app and a unique password to access the tour.\rPlease note that discounted or reduced-price tickets are not available for this tour. Participants of all age groups should purchase the regular ticket.\rPlease bring your ticket with you to the attraction.\rBe aware that operators may cancel for unforeseen reasons.\rYou need to be 18 years or older to book.Operated by Action Tour Guide']","Departure pointMaui Visitors Bureau, 427 Ala Makani St, Kahului, HI, 96732The itinerary of this tour begins from the Maui Visitors Bureau."
Surfing Lesson for Beginners,"In this two-hour session, you'll learn the basics of surfing in the charming beachfront town of Kihei. During the lesson designed for beginners, your professional instructor will teach you the fundamentals of surfing as well as the rules and etiquette of riding waves. This experience is open for both kids and kids at heart who want to learn how to surf. As you learn the basics of surfing, you'll also gain insights into water safety and ocean awareness. The tour price comes with all the equipment you'll use so you can fully focus on paddling, popping up and balancing on your board.",[],"['Professional instructor services', 'Use of rash guard', 'Use of water booties', 'Use of surf board']","['Hotel pickup and drop-off', 'Tips']",[],['The minimum age for participating in this tour is five years.\rParticipants aged 5–8 years must be accompanied by an adult in the water.\rPlease bring your ticket with you to the attraction.\rBe aware that operators may cancel for unforeseen reasons.\rYou need to be 18 years or older to book or be accompanied by an adult. Operated by Surf Shack Maui'],"Departure pointS Kihei Rd 1993, Kihei, HI, 96753Please proceed to the Surf Shack Shop, Island Surf Building."
Four-Hour Guided Tour of Makena and Wailea,"On this four-hour guided tour of Makena and Wailea, you’ll get the opportunity to explore Maui County’s attractions on a snorkeling and kayaking adventure. You’ll visit Turtle Town at Maluaka Beach to see green sea turtles, dolphins and other varieties of tropical fish.  During the tour, you’ll visit Fives Graves for a chance to go snorkelling. You’ll see a skylight cave either from the water’s surface or from underwater. Then, you’ll head to the historic Pu'u Ola'i coastline for more snorkelling opportunities. While here, you’ll get glimpses of geological formations and coral reefs that attract different species of marine life.",[],"['Professionals with first aid, lifeguard and CPR training', 'Kayaking and snorkelling equipment', 'A bottle of water', 'Guide services', 'Snacks']","['Hotel pickup and drop-off', 'Photography charges', 'Tips']",[],"['The minimum age for participating in this tour is eight years.\rThe tour can be cancelled due to unfavourable weather conditions or unforeseen circumstances. In such situations, you will either be provided with an alternative date, an alternative tour option or a refund.\rPlease bring your ticket with you to the attraction.\rBe aware that operators may cancel for unforeseen reasons.\rYou need to be 18 years or older to book or be accompanied by an adult. Operated by maui kayaks']","Departure pointMakena Landing Park, Makena Rd 5083, Kihei, 96753"
