city_name,description,why_visit,whats_included,whats_not_included,restrictions,additional_info,location
Highlights and Hidden Gems of Washington Private Tour,"Washington is a magical place! And with the local host, you are going to experience it all. So get ready; culture, history, and local lifestyle await!Dive into the origin of Washington as you see the city’s main landmarks like Capitol Hill, The White House, and The Washington Monument. And how about the hidden gems? Oh, you’re in for a surprise! Want to take a break? Leave it up to your host! This is the perfect opportunity to visit that special eatery where only the locals come and your chance to enjoy a local treat hand-picked by your host. Feel free to ask your host more about their life in their city or get recommendations about the top things to do in Washington. Remember, the locals know best.The best part of any city tour is definitely the unique stories. Everybody has a story to tell, especially your host. Feel like changing the route a bit? The hosts will be happy to personalize the tour to your wishes and make their Washington, your Washington!",[],"[""CO2 Neutral: tour's carbon emissions are offset"", 'Private Tour', '1 local snack per person', 'Private Guide']","['Guests pick-up and drop-off', 'Entrance for attractions not included - we will only visit the attractions from the outside']",[],[],"Departure point1100 Pennsylvania Avenue NW, Pennsylvania Avenue NW 1100, Northwest Washington, Washington, 20004Old Post Office Pavilion on 1100 Pennsylvania Avenue NW"
Virginia Winery Excursion By Luxury Vehicle,Let us take you through the beautiful Virginia countryside in a luxury vehicle as we introduce you various wineries of the old dominion stateNestled in the Northern Virginia heartland acres of vineyards sprinkled with wineries along country roads. We will guide you to a trio of distinct wineries that capture the essence of the mid-south,[],"['Private transportation', 'Air-conditioned vehicle']","['Obviously wine is available for tasting and purchase on the tour but its not included', 'Lunch is not included but food and appetizers may be purchased at the wineries', 'Reservations will be required for Barrel Oak once booking is made. We will help to facilitate this']",[],[],
Private DC Tour | Luxury Stretch Limousine | Explore DC with Fun,"Experience the nation's capital in style with our Washington D.C. tour in a luxurious Hummer stretch limo. You'll be picked up from your hotel and begin your journey with a visit to the iconic Lincoln Memorial, where you can admire the statue of Abraham Lincoln and take in the stunning views of the city. Next, take a tour of the National Mall, where you'll see some of the most famous landmarks in Washington D.C, including the Washington Monument, the Smithsonian museums, and the U.S. Capitol building.",[],"['Private transportation', 'Air-conditioned vehicle']",['Coffee and/or Tea'],[],[],
Georgetown Spy Tour,,,,,,,
Highlights of Capitol Hill Walking Tour,"Our Capitol Hill tour takes you past the most iconic buildings and spaces that hold the highest significance in the nation’s capital. We’ll be able to cover the big hitters in American politics, starting with the US Capitol Building, home of Congress and ultimately the seat of American government and democracy. Just across the Capitol grounds lies the Supreme Court building, housing the highest court in the land. Hear, we’ll get to know how the American justice system operates, its controversial origins, and architectural feats. Also on our list of must-see Capitol Hill sites nearby: the Library of Congress, the oldest federal cultural institution in the country with an incredible story since its founding in 1800. You’ll learn how this critical part of government serves as the research arm of Congress and all about the workings of the library and its three buildings, connected by underground passageways and holding millions of books, manuscripts, and prints.",[],['Local English speaking guide'],"['Market and Museum entries,Additional food and drink, souvenirs, tips/gratuities for your guide']",[],[],
1 Day Self-Guided Tour Washington DC Monument and the Museum,"Join us on these 1 days of tours and see the landmarks of Washington like the US Capitol Building, the U.S. Capitol, East Capitol St. NE and First St. SE, the National World War II Memorial, the Cherry Blossom, etc.of Washington, like the US CapitolBuilding, * U.S. Capitol, East Capitol St. NE, and First St. SE,* National World War II Memorial,cherry blossomJefferson Memorial,Martin Luther King, Jr. Memorial,* Vietnam Veterans Memorial,* US Marine Corps War Memorial, Arlington,* Washington Monument State Park,John F. Kennedy Center for the PerformingFranklin Delano Roosevelt Memorial,Korean War Veterans Memorial,* Lincoln Memorial Cir NW,Veterans Memorial MuseumKorean MemorialIndian American MuseumNational Gallery of ArtNational Archives MuseumNatural History MuseumAmerican History MuseumAfrican American Museum",[],"['Private transportation', 'Arlington National Cemetery and White House is outside visit only', 'Air-conditioned vehicle']",,[],[],"Ticket collection pointCell Phone Lot, Sterling, 20166"
2H Private Guided tour at the African American Civil War Museum and Memorial,"Meet your Private tour guide in the African American district and go to the museum where you will learn about the history of the african american role in the civil war and see the poignant memorial with its large bronze sculpture honors the some 220,000 African American and Hispanica soldiers and 20,000 black sailors who served the Union during the Civil War.",[],['Private tour Guide'],"['Pick up and drop off', 'Food and drink']",[],[],"Departure pointBen's Chili Bowl, U St NW 1213, Northwest Washington, Washington, 20009Meet your tour guide at the Ben's Chili Bowl Mural, it is the mural with a representation of the president Obama"
Peaceful Family Walking Tour in Washington,,,,,,,
Mount Vernon & Old Alexandria with Night-Time Sightseeing Tour of Washington DC,"This Full-Day Mount Vernon & Old Alexandria with Night-Time Sightseeing of Washington DC is your premier combo experience to see all the monuments, museums and memorials located in the Capital area by moonlight as well as famous historical sites such as George Washington's Mount Vernon. Begin your day at 2pm with an afternoon visit to the historical estate of George Washington, Mount Vernon. Along the way, pass sites throughout Old Alexandria including the childhood home of Robert E. Lee. Spend a couple hours exploring the estate and grounds, and return back to DC just in time for your night-time tour of the city. Pass by historic sites including Arlington National Cemetery, Supreme Court, Washington Monument, & National Archives. You'll be able to get off the bus and explore 8 major DC sites.Stops at 8 top Attractions:• White House• US Capitol• Franklin Roosevelt Memorial• Martin Luther King Memorial• Lincoln Memorial• Korean War Memorial• Vietnam Memorial• Nurses Memorial",[],"['Pass by home of Robert E Lee, Christ Church, George Washington Masonic Temple, Lyceum Museum & more', 'Drive through George Washington Memorial Parkway in Old Alexandria', 'Stop at 8 top attractions including White House, US Capitol, Lincoln Memorial, MLK Memorial & more', 'See top Monuments, Museums and Memorials in the Capital area', ""Access to George and Martha Washington's Tomb"", 'All Fees and Taxes', 'Admission into Mount Vernon, the famous historical estate of George Washington', 'Self-Guided Audio Tour of Mount Vernon Estate and Museum', 'Full-Day Mount Vernon & Old Alexandria with Night-Time Sightseeing Tour of Washington DC']",['Food and drinks'],[],[],"Departure pointHyatt Regency Washington On Capitol Hill, New Jersey Ave NW 400, Northwest Washington, Washington, 20001Hyatt Regency Hotel 400 New Jersey Avenue NW Washington DC 20001 2 1/2 blocks away from Union Station Metro"
Half Day Private Bus Tour of Annapolis Up to 13 people,"Let us take you on an adventure through Navy culture and heritage. Historic Annapolis is Americas' sailing capital and home to the US Naval Academy, nestled along the Chesapeake region. We will help explore the sites, sounds and taste of Nap Town. Annapolis has been rated as one of the most beautiful towns in America by Conde Nast Traveler. From historic buildings like the Maryland Statehouse to colonial homes and the vibrant downtown district of shops and restaurants, there's lots to love in Annapolis. Not to mention views of Chesapeake Bay and a stroll on the grounds of the Naval Academy.",[],"['Private transportation', 'Air-conditioned vehicle']",,[],[],
