city_name,description,why_visit,whats_included,whats_not_included,restrictions,additional_info,location
Private Transfer from Haines City to Orlando-Sanford (SFB) Airport,"Take the worry out of your departure to Orlando-Sanford Airport and pre-book a private transfer to suit your group size (up to 8 people). Avoid the long lines for taxis at the hotel, and travel in the comfort of a Premium car or minivan.",[],"['All taxes and VAT', 'Meet and greet service', 'Any parking and/or airport tolls', 'Private one way transfer', 'Tips and gratuities']","['Excess luggage charges: Only 1 standard suitcase allowed per passenger, size 46x69x29cms (18x27x11in); an additional fee will be applied in case of oversized and extra luggage.']",[],[],"Departure pointHaines City, Haines CityThe driver will meet Guests at the hotel reception or in front of the private address provided."
Private Transfer from Pointe Orlando to Port Canaveral,"Take the worry out of your departure to Port Canaveral and pre-book a private transfer to suit your group size (up to 8 people). Avoid the long lines for taxis at the hotel, and travel in the comfort of a Premium car or minivan.",[],"['All taxes and VAT', 'Meet and greet service', 'Any parking and/or airport tolls', 'Private one way transfer', 'Tips and gratuities']","['Excess luggage charges: Only 1 standard suitcase allowed per passenger, size 46x69x29cms (18x27x11in); an additional fee will be applied in case of oversized and extra luggage.']",[],[],"Departure pointPointe Orlando, International Dr 9101, Orlando, 32819The driver will meet Guests at the hotel reception or in front of the private address provided."
Private Transfer from Clermont to Orlando-Sanford (SFB) Airport,"Take the worry out of your departure to Orlando-Sanford Airport and pre-book a private transfer to suit your group size (up to 8 people). Avoid the long lines for taxis at the hotel, and travel in the comfort of a Premium car or minivan.",[],"['All taxes and VAT', 'Meet and greet service', 'Any parking and/or airport tolls', 'Private one way transfer', 'Tips and gratuities']","['Excess luggage charges: Only 1 standard suitcase allowed per passenger, size 46x69x29cms (18x27x11in); an additional fee will be applied in case of oversized and extra luggage.']",[],[],"Departure pointClermont, ClermontThe driver will meet Guests at the hotel reception or in front of the private address provided."
Private Transfer from Orlando-Sanford (SFB) Airport to Saint Simons Island,"Take the worry out of your arrival to Orlando-Sanford (SFB) Airport and pre-book a private transfer to suit your group size (up to 8 people). Avoid the long lines for taxis on arrival, and travel in the comfort of a Premium car or minivan.",[],"['All taxes and VAT', 'Meet and greet service', 'Any parking and/or airport tolls', 'Private one way transfer', 'Tips and gratuities']","['Excess luggage charges: Only 1 standard suitcase allowed per passenger, size 46x69x29cms (18x27x11in); an additional fee will be applied in case of oversized and extra luggage.']",[],[],"Departure pointOrlando Sanford International Airport, Red Cleveland Blvd 1200, Sanford, 32773The driver will be waiting in the arrivals hall, holding a nameboard"
Private Transfer from Orlando-Sanford (SFB) Airport to Melbourne,"Take the worry out of your arrival to Orlando-Sanford (SFB) Airport and pre-book a private transfer to suit your group size (up to 8 people). Avoid the long lines for taxis on arrival, and travel in the comfort of a Premium car or minivan.",[],"['All taxes and VAT', 'Meet and greet service', 'Any parking and/or airport tolls', 'Private one way transfer', 'Tips and gratuities']","['Excess luggage charges: Only 1 standard suitcase allowed per passenger, size 46x69x29cms (18x27x11in); an additional fee will be applied in case of oversized and extra luggage.']",[],[],"Departure pointOrlando Sanford International Airport, Red Cleveland Blvd 1200, Sanford, 32773The driver will be waiting in the arrivals hall, holding a nameboard"
Private Transfer from Orlando-Sanford (SFB) Airport to Kissimmee,"Take the worry out of your arrival to Orlando-Sanford (SFB) Airport and pre-book a private transfer to suit your group size (up to 8 people). Avoid the long lines for taxis on arrival, and travel in the comfort of a Premium car or minivan.",[],"['All taxes and VAT', 'Meet and greet service', 'Any parking and/or airport tolls', 'Private one way transfer', 'Tips and gratuities']","['Excess luggage charges: Only 1 standard suitcase allowed per passenger, size 46x69x29cms (18x27x11in); an additional fee will be applied in case of oversized and extra luggage.']",[],[],"Departure pointOrlando Sanford International Airport, Red Cleveland Blvd 1200, Sanford, 32773The driver will be waiting in the arrivals hall, holding a nameboard"
Private Transfer from Orlando Airport to Orlando-Sanford (SFB) Airport,"Take the worry out of your departure to Orlando-Sanford Airport and pre-book a private transfer to suit your group size (up to 8 people). Avoid the long lines for taxis at the hotel, and travel in the comfort of a Premium car or minivan.",[],"['All taxes and VAT', 'Meet and greet service', 'Any parking and/or airport tolls', 'Private one way transfer', 'Tips and gratuities']","['Excess luggage charges: Only 1 standard suitcase allowed per passenger, size 46x69x29cms (18x27x11in); an additional fee will be applied in case of oversized and extra luggage.']",[],[],"Departure pointOrlando International Airport, Jeff Fuqua Blvd 1, Southeast Orlando, Orlando, 32827The driver will meet Guests at the hotel reception or in front of the private address provided."
Private Transfer from Orlando (MCO) Airport to Spring Hill,"Take the worry out of your arrival to Orlando (MCO) Airport and pre-book a private transfer to suit your group size (up to 8 people). Avoid the long lines for taxis on arrival, and travel in the comfort of a Premium car or minivan.",[],"['All taxes and VAT', 'Meet and greet service', 'Any parking and/or airport tolls', 'Private one way transfer', 'Tips and gratuities']","['Excess luggage charges: Only 1 standard suitcase allowed per passenger, size 46x69x29cms (18x27x11in); an additional fee will be applied in case of oversized and extra luggage.']",[],[],"Departure pointOrlando International Airport, Jeff Fuqua Blvd 1, Southeast Orlando, Orlando, 32827The driver will be waiting in the arrivals hall, holding a nameboard"
Private Transfer from Orlando-Sanford (SFB) Airport to International Drive South,"Take the worry out of your arrival to Orlando-Sanford (SFB) Airport and pre-book a private transfer to suit your group size (up to 8 people). Avoid the long lines for taxis on arrival, and travel in the comfort of a Premium car or minivan.",[],"['All taxes and VAT', 'Meet and greet service', 'Any parking and/or airport tolls', 'Private one way transfer', 'Tips and gratuities']","['Excess luggage charges: Only 1 standard suitcase allowed per passenger, size 46x69x29cms (18x27x11in); an additional fee will be applied in case of oversized and extra luggage.']",[],[],"Departure pointOrlando Sanford International Airport, Red Cleveland Blvd 1200, Sanford, 32773The driver will be waiting in the arrivals hall, holding a nameboard"
Private Transfer from Orlando-Sanford (SFB) Airport to Windermere,"Take the worry out of your arrival to Orlando-Sanford (SFB) Airport and pre-book a private transfer to suit your group size (up to 8 people). Avoid the long lines for taxis on arrival, and travel in the comfort of a Premium car or minivan.",[],"['All taxes and VAT', 'Meet and greet service', 'Any parking and/or airport tolls', 'Private one way transfer', 'Tips and gratuities']","['Excess luggage charges: Only 1 standard suitcase allowed per passenger, size 46x69x29cms (18x27x11in); an additional fee will be applied in case of oversized and extra luggage.']",[],[],"Departure pointOrlando Sanford International Airport, Red Cleveland Blvd 1200, Sanford, 32773The driver will be waiting in the arrivals hall, holding a nameboard"
Private Transfer from Orlando-Sanford (SFB) Airport to Cocoa,"Take the worry out of your arrival to Orlando-Sanford (SFB) Airport and pre-book a private transfer to suit your group size (up to 8 people). Avoid the long lines for taxis on arrival, and travel in the comfort of a Premium car or minivan.",[],"['All taxes and VAT', 'Meet and greet service', 'Any parking and/or airport tolls', 'Private one way transfer', 'Tips and gratuities']","['Excess luggage charges: Only 1 standard suitcase allowed per passenger, size 46x69x29cms (18x27x11in); an additional fee will be applied in case of oversized and extra luggage.']",[],[],"Departure pointOrlando Sanford International Airport, Red Cleveland Blvd 1200, Sanford, 32773The driver will be waiting in the arrivals hall, holding a nameboard"
Private Transfer from Orlando-Sanford (SFB) Airport to Anna Maria,"Take the worry out of your arrival to Orlando-Sanford (SFB) Airport and pre-book a private transfer to suit your group size (up to 8 people). Avoid the long lines for taxis on arrival, and travel in the comfort of a Premium car or minivan.",[],"['All taxes and VAT', 'Meet and greet service', 'Any parking and/or airport tolls', 'Private one way transfer', 'Tips and gratuities']","['Excess luggage charges: Only 1 standard suitcase allowed per passenger, size 46x69x29cms (18x27x11in); an additional fee will be applied in case of oversized and extra luggage.']",[],[],"Departure pointOrlando Sanford International Airport, Red Cleveland Blvd 1200, Sanford, 32773The driver will be waiting in the arrivals hall, holding a nameboard"
Private Transfer from Lakeland to Port Canaveral,"Take the worry out of your departure to Port Canaveral and pre-book a private transfer to suit your group size (up to 8 people). Avoid the long lines for taxis at the hotel, and travel in the comfort of a Premium car or minivan.",[],"['All taxes and VAT', 'Meet and greet service', 'Any parking and/or airport tolls', 'Private one way transfer', 'Tips and gratuities']","['Excess luggage charges: Only 1 standard suitcase allowed per passenger, size 46x69x29cms (18x27x11in); an additional fee will be applied in case of oversized and extra luggage.']",[],[],"Departure pointLakeland, LakelandThe driver will meet Guests at the hotel reception or in front of the private address provided."
Private Transfer from Orlando City to Orlando-Sanford (SFB) Airport,"Take the worry out of your departure to Orlando-Sanford Airport and pre-book a private transfer to suit your group size (up to 8 people). Avoid the long lines for taxis at the hotel, and travel in the comfort of a Premium car or minivan.",[],"['All taxes and VAT', 'Meet and greet service', 'Any parking and/or airport tolls', 'Private one way transfer', 'Tips and gratuities']","['Excess luggage charges: Only 1 standard suitcase allowed per passenger, size 46x69x29cms (18x27x11in); an additional fee will be applied in case of oversized and extra luggage.']",[],[],"Departure pointOrlando, OrlandoThe driver will meet Guests at the hotel reception or in front of the private address provided."
